id,SR,H,SRsp,Hsp,FDsp,Coversp,SRpl,Hpl,FDpl,Coverpl,Zone,EC,pHKCl,Cnratio,sub_depth,Age,RoofHeigh,surfarea_log,SVF,PROX200,SDH200,HLI,VisitYear,Vegday,Roofname,roofclust
ID141b_z1,2,0.142506,0,0,NA,0,2,0.142506,0.009692,31,2,0.06,6.47,16.59,4,13,2.97,5.010635,0.853703,141.9431,5.42,0.771296,2016,58,ID141b,ID141
ID141c_z1,2,0.142506,0,0,NA,0,2,0.142506,0.009692,31,2,0.06,6.47,16.59,4,13,2.97,5.010635,0.853703,141.9431,5.42,0.771296,2016,58,ID141c,ID141
ID142_z1,12,2.001224,9,1.668408,2.674284,30.25,3,0.765423,0.047785,9.25,2,0.09,6.43,15.7,5,10,15.0136,4.094345,0.774394,8.2466,6.067468,0.838664,2016,56,ID142,C5
ID142_z3,8,0.710676,6,1.791759,3.654676,6,2,0.114665,0.004991,41,3,0.06,6.53,14.52,5,10,15.0136,4.094345,0.774394,8.2466,6.067468,0.838664,2016,56,ID142,C5
ID143_z1,16,2.058069,12,1.704321,1.938061,16.66667,4,1.300051,0.06865,35.16667,2,0.07,5.47,13.51,5,10,12.06629,4.718499,0.814641,8.977,6.057486,0.844761,2016,56,ID143,C5
ID147_z1,4,0.749963,0,0,NA,0,4,0.749963,0.03368,10.33333,2,0.1,5.39,22.31,3,3,3.32,5.030438,0.985513,61.1467,3.944879,0.835389,2016,72,ID147,ID147
ID152_z1,6,1.152254,0,0,NA,0,6,1.152254,0.095963,58.125,2,0.26,6.4,13.64,2,14,3.13495,6.620073,0.777627,84.5665,5.051883,0.656005,2016,66,ID152,ID152
ID152_z2,4,1.006923,0,0,NA,0,4,1.006923,0.190996,113.5,1,0.22,6.73,13.84,2,14,3.13495,6.620073,0.777627,84.5665,5.051883,0.656005,2016,66,ID152,ID152
ID156_z1,14,1.680912,10,2.302585,6.61206,10,4,0.53051,0.022583,23,2,0.18,5.98,20.47,5,2,8.46843,3.295837,0.553654,19.5808,3.907952,0.226991,2016,65,ID156,C16
ID157_z1,8,0.928852,1,0,0,1,7,0.862137,0.036654,63.375,2,0.13,6.6,24.51,4,2,3.35292,5.4161,0.927736,45.803,3.331583,0.796315,2016,66,ID157,ID157
ID158_z1,20,1.62265,15,2.495117,5.199548,9.875,5,1.063575,0.067132,68.5,2,0.15,5.2,15.29,7,16,3.22707,4.905275,0.795797,132.4656,3.628332,0.843331,2016,71,ID158,ID158
ID159_z1,15,2.23188,11,2.224229,5.885609,6.25,4,1.064073,0.061587,8.625,2,0.09,5.9,23.3,NA,6,10.46207,6.173786,0.924123,124.9968,7.98038,0.825651,2016,71,ID159,ID159
ID159_z2,15,2.21122,12,1.950277,7.370543,28.5,3,1.039721,0.060707,4,1,0.12,5.89,20.03,NA,6,10.46207,6.173786,0.924123,124.9968,7.98038,0.825651,2016,71,ID159,ID159
ID160_z1,10,0.928487,5,1.609438,3.910116,1,5,0.781537,0.077197,35.9,2,0.08,6.55,13.38,8,15,2.71,6.721426,0.801398,9.7611,5.977365,0.841345,2016,72,ID160,C15
ID160_z2,4,1.195987,4,1.195987,5.525796,26,0,0,NA,0,1,0.62,6.75,13.85,8,15,2.71,6.721426,0.801398,9.7611,5.977365,0.841345,2016,72,ID160,C15
ID161_z1,10,0.991143,4,1.386294,7.722508,1.333333,6,0.880744,0.057591,63.66667,2,0.12,6.39,14.06,6,15,2.62,5.857933,0.8253,12.6556,5.960483,0.840753,2016,72,ID161,C15
ID162_z1,14,1.114144,9,2.145842,9.414306,2.75,5,0.859675,0.033597,54.5,2,0.07,6.26,22.6,8,1,NA,7.003065,NA,710.3315,8.315175,NA,2016,70,ID162,C24
ID162_z2,19,1.964007,16,2.140347,4.949938,18.5,3,0.760625,0.46849,29.16667,1,0.11,6.62,12.21,8,1,NA,7.003065,NA,710.3315,8.315175,NA,2016,70,ID162,C24
ID163_z1,13,0.960099,8,2.043192,6.635996,4.5,5,0.686357,0.025889,82.5,2,0.03,5.58,13.17,8,1,NA,4.094345,NA,565.7338,8.077708,NA,2016,70,ID163,C24
ID163_z2,11,1.513764,7,1.906155,6.126684,8,4,1.04232,0.445197,58.5,1,0.07,5.98,12.76,8,1,NA,4.094345,NA,565.7338,8.077708,NA,2016,70,ID163,C24
ID164_z1,5,0.885884,1,0,0,0.25,4,0.870323,0.029539,97.75,2,0.36,5.4,16.02,3,5,12.96111,6.086775,0.891047,24.7153,6.129897,0.670625,2016,70,ID164,ID164
ID164_z3,3,0.639032,0,0,NA,0,3,0.639032,0.030682,75,3,NA,NA,NA,3,5,12.96111,6.086775,0.891047,24.7153,6.129897,0.670625,2016,70,ID164,ID164
ID165_z1,4,1.193833,0,0,NA,0,4,1.193833,0.057091,97.83333,2,0.33,6.16,16.89,3,8,3.65632,4.60517,0.86071,34.5945,5.743735,0.84034,2016,70,ID165,ID165
ID167_z1,14,0.912983,8,1.93381,3.338269,5,6,0.489018,0.019327,52,2,0.03,7.14,12.97,6,16,4.32015,5.63479,0.53927,59.6332,8.610696,0.842877,2016,78,ID167,ID167
ID167_z2,20,1.674383,15,2.246036,5.278007,18.75,5,0.466156,0.021312,39,1,0.055,6.125,13.95,5,16,4.32015,6.244167,0.53927,59.6332,8.610696,0.842877,2016,78,ID167,ID167
ID168_z1,7,1.258871,1,0,0,0.166667,6,1.220726,0.059662,19.75,2,0.06,5.51,14.43,4,4,6.34474,6.620073,0.745919,66.2724,7.816042,0.842751,2016,78,ID168,C21
ID168_z2,7,0.82229,3,0.224451,0.3289,42,4,1.213008,0.113624,8,1,0.06,5.97,13.93,4,4,6.34474,6.620073,0.745919,66.2724,7.816042,0.842751,2016,78,ID168,C21
ID169_z1,13,1.615507,8,2.025326,8.466307,5,5,1.033613,0.060557,27.5,2,0.075,6.145,19.955,5.25,4,4.69,6.648337,0.532032,24.3492,7.929154,0.845752,2016,78,ID169,C21
ID17_z1,11,1.927601,7,1.773106,6.901524,2.833333,4,1.241154,0.065138,8.75,2,0.11,7.43,26.04,6.5,5,5.63919,7.31322,0.914659,6.3901,12.80308,0.841622,2015,73,ID17,C10
ID17_z2,5,1.302625,2,0.514653,0.625506,9.5,3,0.721894,0.038048,16.5,1,0.1,7.5,25.5,6.5,5,5.63919,7.31322,0.914659,6.3901,12.80308,0.841622,2015,73,ID17,C10
ID173_z1,23,2.261385,16,2.505769,5.047926,15,7,1.371224,0.236752,40.5,2,0.1,6.15,16.42,5,9,4.7598,2.484907,0.316495,212.1111,5.945088,0.560091,2016,77,ID173,ID17
ID174_z1,18,1.127828,6,0.319222,0.901572,58.5,12,2.268858,0.276019,12.5,2,0.13,5.75,12.86,8,1,2.88,4.158883,0.87197,253.7621,5.945612,0.846398,2016,77,ID174,ID17
ID174_z3,13,0.946859,3,1.039721,2.554992,4,10,0.719253,0.080065,70,3,0.09,6.39,13.26,8,1,2.88,4.158883,0.87197,253.7621,5.945612,0.846398,2016,77,ID174,ID17
ID175_z1,7,1.236339,0,0,NA,0,7,1.236339,0.086735,29.25,2,0.05,6.45,15.49,5,18,2.57,2.944439,0.563977,353.0814,2.914829,0.351148,2016,79,ID175,ID17
ID175_z2,14,2.208219,5,1.386294,2.302531,8,9,1.747649,0.324856,26,1,0.05,6.24,14.37,5,18,2.57,2.944439,0.563977,353.0814,2.914829,0.351148,2016,79,ID175,ID17
ID176_z1,16,1.979067,7,1.822457,5.949033,4.75,9,1.507489,0.157203,26.75,2,0.07,6.57,28.56,6,6,2.16407,4.941642,0.752766,158.0034,9.742275,0.838247,2016,79,ID176,ID17
ID177_z1,18,2.452045,12,1.986935,8.849421,12.16667,6,1.492058,0.109209,10,2,0.06,6.22,16.31,10,13,3.13177,5.991465,0.792874,356.8199,6.891874,0.827031,2016,84,ID177,C22
ID177_z2,19,2.673741,15,2.659323,7.840318,18,4,0.912159,0.052271,10.5,1,0.21,6.6,19.97,10,13,3.13177,5.991465,0.792874,356.8199,6.891874,0.827031,2016,84,ID177,C22
ID178_z1,12,1.896017,7,1.529926,7.396818,8.375,5,1.129714,0.039465,17,2,0.09,6.61,25.75,10,13,3.23178,5.991465,0.828503,488.6658,6.94697,0.832731,2016,84,ID178,C22
ID179_z1,15,2.081272,9,1.943998,7.839204,5.5,6,1.434323,0.12152,19,2,0.05,5.06,13.78,10,13,3.23041,5.991465,0.90532,779.4625,6.709091,0.831287,2016,84,ID179,C22
ID18_z1,13,1.914537,7,1.794917,2.691405,3.166667,6,1.276443,0.067066,11.33333,2,0.15,7.73,13.37,5,8,25.93195,4.60517,0.718063,9.6292,10.24734,0.833351,2015,74,ID18,C11
ID180_z1,12,1.409298,7,1.532278,4.667051,9.166667,5,0.551383,0.031184,24.16667,2,0.07,4.82,16.12,10,13,3.04876,5.991465,0.819087,546.875,6.739602,0.821946,2016,84,ID180,C22
ID180_z2,15,2.542669,12,2.302585,3.311472,20,3,1.039721,0.057453,4,1,0.13,6.39,15.35,10,13,3.04876,5.991465,0.819087,546.875,6.739602,0.821946,2016,84,ID180,C22
ID183_z1,5,0.432704,1,0,0,0.25,4,0.400239,0.013284,44.25,2,0.05,6.59,28.94,5,2,3.12069,4.941642,0.476521,3.6453,8.046685,0.596745,2016,86,ID183,ID18
ID184_z1,12,1.385058,7,1.798106,4.955241,6,5,0.70191,0.066227,26.33333,2,0.156667,6.573333,20.16,8,7,3.05516,4.787492,0.849417,587.9789,8.106764,0.680795,2016,86,ID184,ID18
ID184_z2,19,2.155012,12,1.619772,4.545233,54.5,7,1.40617,0.280985,21.5,1,0.21,6.68,16.26,8,7,3.05516,4.787492,0.849417,587.9789,8.106764,0.680795,2016,86,ID184,ID18
ID185_z1,19,2.091171,15,1.828208,3.315166,54.75,4,0.840466,0.07909,40.25,2,0.2,6.64,18.6,6,9,4.97478,5.298317,0.486971,3.6504,7.829472,0.845408,2016,86,ID185,ID18
ID185_z2,11,1.492412,9,1.351814,2.55384,48.5,2,0.693147,0.018965,2,1,0.19,6.82,22.02,6,9,4.97478,5.298317,0.486971,3.6504,7.829472,0.845408,2016,86,ID185,ID18
ID186_z1,7,1.238384,2,0.693147,1.145112,2,5,1.052859,0.079601,36.5,2,0.07,5.59,12.94,8,1,3.87883,2.890372,0.700327,9.4525,7.208191,0.833701,2016,85,ID186,C17
ID186_z2,23,2.950392,16,2.586935,4.888188,22,7,1.767761,0.21659,11,1,0.08,6.69,23.57,8,1,3.87883,2.890372,0.700327,9.4525,7.208191,0.833701,2016,85,ID186,C17
ID187_z1,13,1.886586,8,2.079442,2.297739,8,5,1.360609,0.071347,46,2,0.08,5.88,18.09,8,1,6.56581,3.332205,0.509642,18.5315,6.040031,0.684281,2016,85,ID187,C17
ID187_z2,21,1.925154,18,2.783028,6.845234,15,3,0.792685,0.042834,39.75,1,0.1,5.73,11.47,8,1,6.56581,3.332205,0.509642,18.5315,6.040031,0.684281,2016,85,ID187,C17
ID19_z1,6,0.629731,1,0,0,0.25,5,0.567466,0.018637,18.875,2,0.1,6.97,11.99,5.5,2,3.22043,5.288267,0.703561,147.4092,6.835163,0.840546,2015,72,ID19,C12
ID19_z2,14,0.983841,9,2.138333,8.140352,12,5,0.333742,0.049158,75,1,NA,NA,NA,5.5,2,3.22043,5.288267,0.703561,147.4092,6.835163,0.840546,2015,72,ID19,C12
ID190_z1,19,1.633509,14,2.380253,5.792628,12.9,5,0.610248,0.048064,37.4,2,0.07,5.9,27.18,7,13,8.58013,5.598422,0.926796,133.4865,7.142888,0.838225,2016,90,ID190,C7
ID191_z1,23,1.903204,17,2.107407,3.398116,19.6,6,0.752405,0.07191,34.1,2,0.09,6.5,17.99,7,13,8.74955,6.327937,0.830468,107.707,6.736284,0.843875,2016,90,ID191,C7
ID192_z1,18,2.019709,12,1.521646,3.241003,24.66667,6,1.093548,0.070802,19.16667,2,0.09,6.29,20.66,5,13,3.23,4.382027,0.564296,81.8086,7.129728,0.842444,2016,90,ID192,C7
ID193_z1,21,1.907381,15,2.162144,4.303801,13.9,6,1.121553,0.052039,45.7,2,0.11,6.35,18.1,5,13,4.79603,5.480639,0.792227,62.3039,7.079173,0.842263,2016,90,ID193,C7
ID198_z1,11,0.787527,4,1.14906,4.302537,1.8,7,0.680698,0.032419,88.8,2,0.36,6.93,21.66,5,4,8.25439,5.886104,0.94378,6.5147,5.547624,0.845752,2016,91,ID198,ID19
