City_clean,Country,lat,long,LISA_P,LISA_CL,cv2,cv2_min,cv2_max,cv2_SD,cv1,cv1_min,cv1_max,cv1_SD,Continent,CellArea,cv,cv_min,cv_max,cv_SD,Age_mean,Age_min,Age,Age_SD
Milton Keynes,United Kingdom,52.03519318,-0.768073013,0.0200000,"3",41.82031886000,21.20588684000,83.03607178000,35.69388967000,30.01147651000,29.99814415000,30.02480888000,0.01885481000,"1",211.05699920000,87.77537791000,51.47095871000,160.34877014000,62.85040380880,5.33333333333,"2","7",2.88675134595
Luton,United Kingdom,51.89676351,-0.454396779,0.0200000,"3",62.44328547000,15.87710381000,200.00000000000,91.70902808000,49.63941447000,23.56415367000,101.51268005000,44.92377967000,"1",211.84420014000,99.49569893000,39.91158676000,244.94898987000,98.18885897910,5.00000000000,"1","7",2.82842712475
Bedford,United Kingdom,52.13578937,-0.459769497,0.0100000,"3",52.15194035000,21.27067757000,83.03320313000,43.67270065000,30.12653351000,30.12653351000,30.12653351000,0.00000000000,"1",211.05699920000,105.99357605000,51.64302063000,160.34413147000,76.86329259750,4.50000000000,"2","7",3.53553390593
St. Louis,United States,38.64866335,-90.29516847,0.0100000,"3",16.43695867000,6.15610266000,22.14194107000,7.04081433000,76.94616461000,27.51457596000,223.60679626000,97.77669044000,"3",268.47779846000,57.72233963250,37.29472351000,97.66497803000,27.09937583460,6.25000000000,"4","7",1.50000000000
Chicago,United States,41.79396274,-87.82253727,0.0200000,"3",1.64207581000,0.00017348000,3.83130598000,1.94785664000,32.20257664000,20.80584717000,36.85495377000,7.62190394000,"3",256.23561096000,32.57718134250,17.47570992000,40.79339600000,10.82844476870,7.00000000000,"7","7",0.00000000000
Washington D.C.,United States,38.9228404,-77.14196317,0.0100000,"3",29.35441339000,6.83814001000,49.50737762000,17.65001009000,78.88677406000,17.87128448000,223.60679626000,96.90408339000,"3",267.22720336000,62.65049362250,26.90802765000,106.33766937000,34.30030897190,6.25000000000,"4","7",1.50000000000
Thousand Oaks,United States,34.18196155,-118.8641047,0.3500000,"0",98.98748779000,46.53136444000,125.21995544000,45.42833562000,148.69931030000,148.69931030000,148.69931030000,0.00000000000,"3",283.89479064000,201.30033111700,114.00307465000,244.94895935000,75.60164178080,2.33333333333,"1","5",2.30940107676
Cleveland,United States,41.47505094,-81.64622338,0.0100000,"3",10.08164232000,0.60426587000,15.83554173000,7.13642658000,34.34051037000,30.54069519000,37.28166580000,3.09313903000,"3",257.56199646000,46.90010261500,40.74613190000,51.06659698000,4.43794310548,7.00000000000,"7","7",0.00000000000
Denver,United States,39.72837393,-104.9803877,0.0100000,"3",36.37375927000,26.95227814000,45.98971176000,10.83450849000,58.05802154000,40.78081512000,103.37104797000,30.24773199000,"3",264.06100464000,89.28378105000,75.52478027000,108.67449951000,16.51183428020,6.50000000000,"5","7",1.00000000000
Tijuana,United States,32.82158244,-117.1106947,0.0100000,"3",15.00134075000,4.21232939000,25.81392860000,8.93592262000,71.19331551000,70.13848114000,72.24834442000,0.87364154000,"3",288.85740662000,75.79259491000,66.13667297000,85.63520050000,8.10689227200,7.00000000000,"7","7",0.00000000000
Phoenix,United States,33.47756006,-112.0005369,0.0100000,"3",58.95431614000,48.29920197000,75.63018036000,12.98925469000,69.12107595000,67.20904541000,72.86186218000,3.23988347000,"3",286.67599488000,135.65603447000,114.65617371000,177.48275757000,29.36268434430,5.50000000000,"2","7",2.38047614285
Bedford,United States,,,,,,,,,,,,,,,,,,,,,,
New York,United States,40.77321423,-73.88090455,0.0100000,"3",0.00006518000,0.00000000000,0.00012445000,0.00005121000,2.10578491000,0.00000000000,8.42294884000,4.21144262000,"3",260.18800354000,1.96664369500,0.00000000000,7.86641216000,3.93317897692,7.00000000000,"7","7",0.00000000000
Las Cruces,United States,32.31146516,-106.7696567,0.0400000,"3",90.25600179000,35.00645065000,200.00000000000,95.04184028000,49.12931061000,47.23432922000,51.02429199000,2.67990838000,"3",290.46780396000,137.57841746000,82.59760284000,244.94898987000,92.99466790420,5.00000000000,"1","7",3.46410161514
Los Angeles,United States,33.95381355,-117.9539253,0.0100000,"3",28.07671571000,15.46179485000,47.42926407000,14.29754515000,92.20938873000,71.75012207000,148.42485046000,37.49701560000,"3",285.01460266000,91.27962303250,77.89043427000,115.24845123000,16.76297184660,6.50000000000,"5","7",1.00000000000
Seattle,United States,47.49542197,-122.2998149,0.0100000,"3",38.74309349000,38.69342804000,38.80661011000,0.05012064000,64.21828270000,64.00965881000,64.48474884000,0.21027366000,"3",232.40160370000,89.79457855250,89.63033295000,90.00414276000,0.16549479274,7.00000000000,"7","7",0.00000000000
San Jose,United States,37.32711544,-121.9332989,0.0100000,"3",53.29990387000,17.73948669000,125.39257813000,50.39938002000,125.15588887000,75.85723877000,223.60679626000,85.26101824000,"3",273.38920594000,134.41665840200,81.09821320000,244.94898987000,76.94212368530,4.75000000000,"1","7",2.87228132327
Charlotte,United States,35.19478888,-80.8479022,0.0100000,"3",32.50708675000,31.79295349000,33.21264648000,0.62363346000,50.36461925000,38.87479782000,76.78266907000,17.73584865000,"3",280.47801208000,72.02898025500,68.94873047000,74.92640686000,2.53744265476,6.75000000000,"6","7",0.50000000000
Buffalo,United States,42.9237412,-78.81130882,0.1000000,"0",6.05314177000,0.00000000000,12.54032516000,6.99850935000,49.34145260000,39.80319214000,57.80413055000,9.78241803000,"3",251.52600098000,47.31139182750,33.09817123000,60.70299911000,15.22465605190,6.50000000000,"6","7",0.57735026919
